2009-2010 Award Year FFEL Volume by School,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
"Award Year Cumulative Activity through Quarter ending 09/30/2009

",,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,FFEL SUBSIDIZED,,,,,FFEL UNSUBSIDIZED,,,,,FFEL PARENT PLUS,,,,,FFEL GRAD PLUS,,,,
OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00778100,CHI INSTITUTE/RETS CAMPUS,PA,190083516,PROPRIETARY,180,181,489211,200,199409,168,173,624416,196,243319,9,9,72627,9,26060,0,0,0,0,0
00783200,LINCOLN TECHNICAL INSTITUTE,PA,191361595,PROPRIETARY,51,51,183063,51,89741,51,86,253364,86,126141,5,5,38470,5,19236,0,0,0,0,0
00791200,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,176023198,PUBLIC,148,150,451714,154,225985,237,238,1050004,240,518159,16,16,108222,16,53301,0,0,0,0,0
00791600,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,172018895,PUBLIC,21,21,72592,21,36296,23,23,125408,23,57276,3,3,12000,3,5075,0,0,0,0,0
00820000,JAMESON MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,161052595,PRIVATE,50,50,189325,50,94706,56,56,309027,56,153968,1,1,7500,1,3750,0,0,0,0,0
00835000,ART INSTITUTE OF PHILADELPHIA (THE),PA,191035198,PROPRIETARY,1136,1147,3846192,1995,2572450,1153,1193,4782431,2072,3185648,256,261,4258079,429,2528917,0,0,0,0,0
00844100,ANTHEM INSTITUTE,PA,190641243,PROPRIETARY,127,127,499254,129,217319,160,215,716511,221,328203,12,12,66940,12,33472,0,0,0,0,0
00856800,VET TECH INSTITUTE,PA,152223400,PROPRIETARY,201,202,706414,202,359065,200,200,857707,206,436264,55,55,600785,56,299430,0,0,0,0,0
00888900,LEHIGH VALLEY COLLEGE,PA,180348447,PROPRIETARY,7,7,12767,8,8269,6,6,10389,6,6516,0,0,0,0,0,0,0,0,0,0
00895500,SALON PROFESSIONAL ACADEMY (THE),PA,166022419,PROPRIETARY,5,5,14352,5,7081,3,3,4720,3,2197,1,1,1395,1,698,0,0,0,0,0
00972100,BRADFORD SCHOOL,PA,152192602,PROPRIETARY,320,320,1088817,320,549499,314,318,1220044,318,614072,79,79,843463,80,421753,0,0,0,0,0
00972300,ARIA HEALTH SCHOOL OF NURSING,PA,191242696,PRIVATE,155,155,571958,156,226895,175,176,864098,177,339177,8,8,43964,8,15408,0,0,0,0,0
00986300,LANCASTER GENERAL COLLEGE OF NURSING AND HEALTH SCIENCES,PA,176024955,PRIVATE,429,429,1509090,430,800345,455,455,2123502,457,1113975,29,30,224430,30,120713,0,0,0,0,0
01000600,GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL,PA,159042998,PUBLIC,16,16,49470,16,24694,14,14,41400,14,20700,7,7,36240,7,18120,0,0,0,0,0
01005500,CRAWFORD COUNTY AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSIN,PA,163352198,PUBLIC,24,24,84000,24,41607,5,5,16000,5,8000,0,0,0,0,0,0,0,0,0,0
01017600,WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,156971895,PUBLIC,439,441,1122984,441,551565,436,440,1341431,441,655421,6,6,16485,6,8243,0,0,0,0,0
01038800,READING AREA COMMUNITY COLLEGE,PA,196031706,PUBLIC,1453,1483,4940348,1486,2482354,1310,1344,5625177,1347,2822330,2,2,6200,2,3100,0,0,0,0,0
01081400,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,152063706,PRIVATE,14,14,41713,14,20857,16,16,66637,16,33319,1,1,10199,1,5100,0,0,0,0,0
01086000,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,166023695,PUBLIC,70,70,222466,70,114736,64,64,268439,64,136390,0,0,0,0,0,0,0,0,0,0
01096300,GREENE COUNTY CAREER & TECHNOLOGY CENTER,PA,153708281,PUBLIC,14,14,47339,14,23670,15,15,84861,15,39831,0,0,0,0,0,0,0,0,0,0
01099800,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,190634098,PRIVATE,377,377,1099906,378,610809,299,305,992526,306,539933,17,17,71442,17,41230,0,0,0,0,0
01162100,AUTOMOTIVE TRAINING CENTER,PA,193411310,PROPRIETARY,163,163,538768,165,267969,161,165,639933,167,317467,35,35,273259,36,136570,0,0,0,0,0
01162200,WELDER TRAINING & TESTING INSTITUTE,PA,181093253,PROPRIETARY,7,7,24500,7,12250,7,7,45500,7,22750,1,1,10000,1,5000,0,0,0,0,0
01171500,SCHUYLKILL HEALTH SCHOOL OF NURSING,PA,179013692,PRIVATE,44,44,215500,44,70449,48,48,222500,49,69040,3,3,16500,3,5501,0,0,0,0,0
01191900,BEAVER FALLS BEAUTY ACADEMY,PA,150104208,PROPRIETARY,16,16,56000,16,27616,12,12,34950,12,17475,0,0,0,0,0,0,0,0,0,0
01205000,ROSEDALE TECHNICAL INSTITUTE,PA,152059719,PRIVATE,68,68,264250,69,131152,62,63,290900,63,142939,2,2,10900,2,5450,0,0,0,0,0
01239300,THOMAS JEFFERSON UNIVERSITY,PA,191075543,PRIVATE,1693,1699,12538697,1712,6410129,1652,1682,32603842,1698,16600908,42,43,811841,43,412569,429,453,7192141,458,3716983
01292900,SOUTH HILLS BEAUTY ACADEMY,PA,152162335,PROPRIETARY,3,3,8843,4,5394,4,4,13564,5,8449,0,0,0,0,0,0,0,0,0,0
01321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,191281737,PROPRIETARY,102,102,391329,102,196650,107,110,589716,110,293180,5,5,31878,5,15520,0,0,0,0,0
01326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,168014516,PROPRIETARY,455,455,1785680,455,594196,463,468,2159072,468,709524,59,60,525453,60,175507,0,0,0,0,0
02060000,MISS CONNIE KERSHAW'S BEAUTY ACADEMY,PA,19134,PROPRIETARY,1,1,4500,1,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02061000,VENUS BEAUTY ACADEMY,PA,190791501,PROPRIETARY,2,2,4666,3,3208,2,2,7333,4,4833,0,0,0,0,0,0,0,0,0,0
02107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,191021424,PRIVATE,200,200,1094854,200,570073,194,196,1245726,196,638584,23,23,382001,23,196501,38,38,449100,38,222352
02114200,JOHNSON COLLEGE,PA,185081495,PRIVATE,185,185,723353,185,359480,191,198,732081,198,359522,26,26,277171,26,138586,0,0,0,0,0
02119300,PENNSYLVANIA ACADEMY OF COSMETOLOGY ARTS & SCIENCES,PA,159041440,PROPRIETARY,18,18,50278,18,26891,17,17,43127,17,23713,3,3,16175,3,8088,0,0,0,0,0
02127400,YTI CAREER INSTITUTE,PA,174029017,PROPRIETARY,787,798,2643134,802,1010701,755,851,2833150,855,1044418,123,132,1136772,132,407091,0,0,0,0,0
02151500,CENTRAL SUSQUEHANNA LPN CAREER CENTER,PA,178378818,PUBLIC,9,9,11879,9,5944,8,8,14570,8,7289,0,0,0,0,0,0,0,0,0,0
02153500,OAKBRIDGE ACADEMY OF ARTS,PA,150683843,PROPRIETARY,4,4,14666,4,5083,4,4,8000,4,3001,5,5,40295,5,13433,0,0,0,0,0
02158300,MIFFLIN-JUNIATA CAREER AND TECHNOLOGY CENTER,PA,170441675,PUBLIC,22,22,62750,27,34188,21,21,90200,26,48450,1,1,5500,1,2750,0,0,0,0,0
02161400,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,191344497,PRIVATE,64,65,287348,65,123006,66,67,390947,67,157587,0,0,0,0,0,0,0,0,0,0
02169600,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,168309702,PUBLIC,38,38,109343,38,72410,39,40,165324,40,99151,0,0,0,0,0,0,0,0,0,0
02183000,ORLEANS TECHNICAL INSTITUTE,PA,191141014,PRIVATE,2,2,7000,2,2334,3,3,22500,3,7500,0,0,0,0,0,0,0,0,0,0
02192800,WALNUT HILL COLLEGE,PA,191043596,PROPRIETARY,3,3,14937,3,5502,3,3,9385,3,3668,21,22,290672,22,96899,0,0,0,0,0
02202300,SANFORD-BROWN INSTITUTE,PA,152191907,PROPRIETARY,563,582,1854600,713,817760,559,575,2527864,710,1084776,16,17,114431,18,41264,0,0,0,0,0
02203900,ERIE INSTITUTE OF TECHNOLOGY,PA,165651002,PROPRIETARY,14,14,57560,14,28780,14,14,81440,14,40720,0,0,0,0,0,0,0,0,0,0
02253900,BERKS TECHNICAL INSTITUTE,PA,196101168,PROPRIETARY,316,321,1116262,332,400571,304,334,1171060,342,410056,16,16,95079,16,31699,0,0,0,0,0
02269900,PENNSYLVANIA COLLEGE OF ART & DESIGN,PA,176033528,PRIVATE,114,115,536912,115,270855,127,132,511784,132,256480,48,49,612699,49,306351,0,0,0,0,0
02273400,RECONSTRUCTIONIST RABBINICAL COLLEGE,PA,190951898,PRIVATE,20,20,164661,20,82260,17,17,163143,17,81572,0,0,0,0,0,0,0,0,0,0
02276600,HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM,PA,173311541,PUBLIC,9,9,28300,9,13400,7,7,39900,7,19950,1,1,1700,1,850,0,0,0,0,0
02282500,LENAPE TECHNICAL SCHOOL,PA,162261608,PUBLIC,16,19,35274,19,17638,14,15,32679,15,14590,0,0,0,0,0,0,0,0,0,0
02289600,CONSOLIDATED SCHOOL OF BUSINESS,PA,174041779,PROPRIETARY,14,14,58215,15,20549,17,17,70017,18,25561,1,1,7060,1,2228,0,0,0,0,0
02289800,CHI INSTITUTE,PA,191540000,PROPRIETARY,532,538,1550880,615,658130,493,508,2210132,579,888343,26,28,184853,33,78305,0,0,0,0,0
02290400,ALTOONA BEAUTY SCHOOL,PA,166026039,PROPRIETARY,19,19,40239,25,24714,13,14,22683,23,17812,1,1,1775,2,1775,0,0,0,0,0
02292700,LANSDALE SCHOOL OF COSMETOLOGY,PA,194462003,PROPRIETARY,1,1,588,1,294,1,1,1162,1,581,0,0,0,0,0,0,0,0,0,0
02299300,TRINITY EPISCOPAL SCHOOL FOR MINISTRY,PA,150032397,PRIVATE,24,24,170074,24,86201,16,16,141421,16,68237,0,0,0,0,0,0,0,0,0,0
02304400,YTI CAREER INSTITUTE - CAPITAL REGION,PA,170554989,PROPRIETARY,118,119,334750,147,139754,103,108,314968,124,122397,14,14,65358,14,22748,0,0,0,0,0
02306200,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,163013501,PUBLIC,54,54,183043,54,91208,50,50,240583,50,115189,0,0,0,0,0,0,0,0,0,0
02310800,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,175840527,PUBLIC,49,50,123025,50,62412,52,52,163600,52,81137,0,0,0,0,0,0,0,0,0,0
02330300,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,PA,170429197,PUBLIC,27,27,94730,27,47250,28,28,148396,28,73152,1,1,9442,1,4721,0,0,0,0,0
02330600,PENNSYLVANIA GUNSMITH SCHOOL,PA,152022637,PROPRIETARY,6,6,20548,6,10274,7,7,31952,7,15976,2,2,25100,2,12550,0,0,0,0,0
02350100,WESTERN AREA CAREER & TECHNOLOGY CENTER,PA,153171445,PUBLIC,39,39,123812,40,60909,40,40,167874,41,78505,0,0,0,0,0,0,0,0,0,0
02350200,INDIANA COUNTY TECHNOLOGY CENTER,PA,157011465,PUBLIC,10,10,31000,10,16043,11,11,52387,11,22466,0,0,0,0,0,0,0,0,0,0
02362300,MERCER COUNTY CAREER CENTER,PA,161370000,PUBLIC,20,20,69929,20,34480,21,21,123821,21,61911,1,1,2500,1,1250,0,0,0,0,0
02492500,DELAWARE VALLEY ACADEMY OF MEDICAL & DENTAL ASSISTANTS,PA,191142600,PROPRIETARY,38,38,131568,38,66500,39,39,193689,39,97559,0,0,0,0,0,0,0,0,0,0
02492600,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,PA,190901488,PUBLIC,16,16,47950,16,23866,13,14,47286,14,23300,0,0,0,0,0,0,0,0,0,0
02495500,ALL-STATE CAREER SCHOOL,PA,190291827,PROPRIETARY,1,1,1875,2,1875,1,1,2500,2,2500,0,0,0,0,0,0,0,0,0,0
02529800,WILKES BARRE AREA CAREER AND TECHNICAL CENTER PRACTICAL NURSING P,PA,187050699,PUBLIC,29,29,56490,29,28246,32,32,85835,33,42919,0,0,0,0,0,0,0,0,0,0
02544300,BUTLER BEAUTY SCHOOL,PA,160015925,PROPRIETARY,12,12,36131,12,18066,11,11,44134,12,22942,3,3,16050,3,8025,0,0,0,0,0
02545000,LAWRENCE COUNTY CAREER AND TECHNICAL CENTER,PA,161015099,PUBLIC,12,12,35810,12,17905,14,14,48818,14,24412,0,0,0,0,0,0,0,0,0,0
02557800,ART INSTITUTE OF YORK (THE) - PENNSYLVANIA,PA,174029012,PROPRIETARY,339,348,1229387,559,716655,377,383,1385685,619,820991,152,158,2274551,250,1227042,0,0,0,0,0
02574800,PENNSYLVANIA INSTITUTE OF TAXIDERMY,PA,159314106,PROPRIETARY,3,3,10500,3,5250,3,3,6000,3,2970,2,2,46000,2,23000,0,0,0,0,0
02609500,CAREER TRAINING ACADEMY,PA,150686308,PROPRIETARY,23,23,78545,23,39273,22,22,66184,22,31514,7,7,26248,7,13125,0,0,0,0,0
03006800,LE CORDON BLEU INSTITUTE OF CULINARY ARTS,PA,152223511,PROPRIETARY,629,629,2301426,638,1146044,618,619,3010209,624,1493475,6,6,112068,6,56035,0,0,0,0,0
03010800,FORTIS INSTITUTE,PA,165061013,PROPRIETARY,160,160,558296,161,188851,157,159,734248,161,241495,9,9,56205,9,18737,0,0,0,0,0
03011500,FORTIS INSTITUTE,PA,187042936,PROPRIETARY,20,20,56660,21,26423,16,17,48674,17,22237,2,2,6163,2,2798,0,0,0,0,0
03011600,FORTIS INSTITUTE,PA,185092903,PROPRIETARY,6,6,17719,7,8110,3,3,9150,4,3767,0,0,0,0,0,0,0,0,0,0
03029900,CONSOLIDATED SCHOOL OF BUSINESS,PA,176032389,PROPRIETARY,17,19,62579,20,23267,20,20,77928,20,32271,0,0,0,0,0,0,0,0,0,0
03072600,DCI CAREER INSTITUTE,PA,150612307,PROPRIETARY,33,33,108954,33,54615,35,36,141429,39,74578,3,3,13162,3,6582,0,0,0,0,0
03081900,YTI CAREER INSTITUTE - ALTOONA,PA,166024457,PROPRIETARY,115,115,309062,159,142032,105,107,258205,144,111686,10,10,48250,10,15012,0,0,0,0,0
03090800,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE,PA,165091025,PRIVATE,1480,1480,12508000,1481,6284623,1430,1431,40521694,1439,20190779,0,0,0,0,0,893,894,9608751,901,4773092
03098600,CAREER TECHNOLOGY CENTER OF LACKAWANNA COUNTY,PA,185081475,PUBLIC,31,31,101647,31,50575,35,35,181239,35,85951,0,0,0,0,0,0,0,0,0,0
03109100,METROPOLITAN CAREER CENTER/COMPUTER TECHNOLOGY INSTITUTE,PA,191101023,PRIVATE,65,66,139823,88,117463,51,56,104663,78,95000,0,0,0,0,0,0,0,0,0,0
03110700,AVIATION INSTITUTE OF MAINTENANCE,PA,191141017,PROPRIETARY,72,72,263601,98,117267,73,75,357306,102,161654,2,2,14800,2,4936,0,0,0,0,0
03236400,L T INTERNATIONAL BEAUTY SCHOOL,PA,191302235,PROPRIETARY,6,6,21000,6,10500,6,6,19698,6,9852,0,0,0,0,0,0,0,0,0,0
03353300,ACADEMY OF VOCAL ARTS,PA,191036685,PRIVATE,10,10,77365,10,19294,9,9,53474,9,12971,0,0,0,0,0,0,0,0,0,0
03561400,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,188160100,PUBLIC,2,2,7000,2,3500,1,1,2000,1,1000,0,0,0,0,0,0,0,0,0,0
03766300,CORTIVA INSTITUTE - PENNSYLVANIA,PA,194063101,PROPRIETARY,31,31,82152,32,38841,33,38,130725,40,63084,3,3,11315,3,4730,0,0,0,0,0
03899300,CALVARY BAPTIST THEOLOGICAL SEMINARY,PA,194464718,PRIVATE,1,1,8500,1,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03949300,WON INSTITUTE OF GRADUATE STUDIES,PA,190384535,PRIVATE,25,25,202519,25,67522,27,27,331544,27,109108,0,0,0,0,0,3,3,56129,3,18711
03952300,NATIONAL MASSAGE THERAPY INSTITUTE,PA,191163965,PROPRIETARY,69,69,200136,69,100643,68,68,295514,68,148784,9,9,60850,9,29051,0,0,0,0,0
00393600,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO (THE),PR,007179997,PRIVATE,2,2,17000,2,8500,2,2,24000,2,12000,0,0,0,0,0,3,3,30408,3,15205
00393700,UNIVERSITY OF THE SACRED HEART,PR,009140383,PRIVATE,567,567,3349544,571,1406745,40,40,328700,41,133433,1,1,8000,1,4000,0,0,0,0,0
00393800,INTER AMERICAN UNIVERSITY OF PUERTO RICO,PR,009260000,PRIVATE,10158,10238,53877668,10304,24155683,2262,2282,23599928,2298,10687511,5,5,39500,5,14749,216,219,2116276,219,1070391
00394100,UNIVERSIDAD DEL ESTE,PR,009842010,PRIVATE,554,555,2085258,555,1049157,17,17,70173,17,34937,0,0,0,0,0,0,0,0,0,0
00394200,UNIVERSITY OF PUERTO RICO - CENTRAL ADMINISTRATION,PR,009364984,PUBLIC,1842,1842,11250698,1845,5665933,520,523,5540385,526,2790786,1,1,10000,1,5000,5,5,14440,5,7220
00501900,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,PR,006810118,PRIVATE,1,1,4250,2,4250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00502200,BAYAMON CENTRAL UNIVERSITY,PR,009601725,PRIVATE,21,21,141425,21,35888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01072400,CARLOS ALBIZU UNIVERSITY,PR,009023711,PRIVATE,442,442,3451442,447,1601557,427,430,4285849,432,1999755,0,0,0,0,0,27,27,297380,28,153440
01081900,CONSERVATORIO DE MUSICA DE PUERTO RICO,PR,009073373,PUBLIC,36,36,181200,36,90600,2,2,7500,2,3750,0,0,0,0,0,0,0,0,0,0
01171900,UNIVERSIDAD DEL TURABO,PR,007780000,PRIVATE,349,356,1724989,356,1017348,55,57,364503,57,197196,0,0,0,0,0,0,0,0,0,0
01194100,AMERICAN UNIVERSITY OF PUERTO RICO,PR,009602037,PRIVATE,121,121,524595,121,134960,18,18,50980,18,12745,0,0,0,0,0,0,0,0,0,0
01252500,CARIBBEAN UNIVERSITY,PR,009600493,PRIVATE,642,642,3912214,680,1284606,65,65,283316,82,103786,8,8,32909,8,16250,0,0,0,0,0
02063100,MBTI BUSINESS TRAINING INSTITUTE,PR,009073917,PROPRIETARY,1,1,2164,1,1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02163300,UNIVERSIDAD CENTRAL DEL CARIBE,PR,009606032,PRIVATE,280,283,2106204,283,1073666,239,246,6092254,246,3102613,0,0,0,0,0,51,52,651891,52,331047
02165100,EDP COLLEGE OF PUERTO RICO,PR,009192303,PRIVATE,11,11,49500,11,16500,11,11,66000,11,22000,0,0,0,0,0,0,0,0,0,0
02189100,CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS,PR,009261931,PRIVATE,5,5,6418,5,6059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02195800,LICEO DE ARTE Y TECNOLOGIA,PR,009173429,PROPRIETARY,61,61,157550,61,78636,5,5,12875,5,6848,0,0,0,0,0,0,0,0,0,0
02260600,NATIONAL UNIVERSITY COLLEGE,PR,009602036,PROPRIETARY,42,42,152178,42,54459,8,8,34932,8,12132,0,0,0,0,0,0,0,0,0,0
02482400,PONCE SCHOOL OF MEDICINE AND HEALTH SCIENCES,PR,007162347,PRIVATE,505,507,4250880,507,2023231,478,512,10386140,512,5084075,0,0,0,0,0,61,70,892859,70,451587
02505400,ATLANTIC UNIVERSITY COLLEGE,PR,009700000,PRIVATE,13,13,36030,13,11653,1,1,1350,1,675,0,0,0,0,0,0,0,0,0,0
02534900,PONCE PARAMEDICAL COLLEGE (POPAC),PR,007162901,PROPRIETARY,22,23,17055,34,17246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02587500,UNIVERSIDAD METROPOLITANA,PR,009262602,PRIVATE,1069,1072,4365831,1072,2200438,34,34,98979,34,52118,0,0,0,0,0,0,0,0,0,0
02588600,SEMINARIO EVANGELICO DE PUERTO RICO,PR,009252207,PRIVATE,5,5,42500,5,21250,5,5,36600,5,22550,0,0,0,0,0,0,0,0,0,0
03177300,SAN JUAN BAUTISTA SCHOOL OF  MEDICINE,PR,007250000,PRIVATE,135,135,1119111,135,565931,131,136,3697719,136,1873986,0,0,0,0,0,31,32,347365,32,175935
03751300,ESCUELA HOTELERA DE SAN JUAN,PR,009170091,PROPRIETARY,2,2,6576,3,4826,1,1,4000,1,2000,0,0,0,0,0,0,0,0,0,0
00340200,BRYANT UNIVERSITY,RI,029171284,PRIVATE,0,0,0,0,0,0,0,0,0,0,7,7,89458,7,49379,2,2,12220,2,8610
00340400,JOHNSON & WALES UNIVERSITY,RI,029033703,PRIVATE,5328,5434,24427722,5437,8500343,5913,6440,23926464,6448,8326568,1915,2062,27090479,2067,9151255,0,0,0,0,0
00340600,PROVIDENCE COLLEGE,RI,029180001,PRIVATE,2,2,8000,2,4000,2,2,4000,2,2000,161,170,3356194,171,1722779,0,0,0,0,0
00340700,RHODE ISLAND COLLEGE,RI,029081991,PUBLIC,2600,2653,10443350,2661,5332988,2712,2854,13628182,2857,6952918,194,198,1785965,203,938819,1,1,1349,1,675
00340800,COMMUNITY COLLEGE OF RHODE ISLAND,RI,028861807,PUBLIC,1,1,1196,1,598,1,1,2304,1,1152,0,0,0,0,0,0,0,0,0,0
00340900,RHODE ISLAND SCHOOL OF DESIGN,RI,029032784,PRIVATE,796,796,4540659,800,2278900,730,736,4043320,739,2025479,165,170,4324763,170,2175429,124,138,3166228,140,1601602
00341000,ROGER WILLIAMS UNIVERSITY,RI,028092921,PRIVATE,2143,2152,11865986,2152,6010342,2466,2525,13142805,2526,6668648,606,649,11264589,651,5933787,410,430,10702636,433,5401974
00341100,SALVE REGINA UNIVERSITY,RI,028404192,PRIVATE,1143,1143,5224845,1143,2634116,1221,1354,3669296,1355,1844623,327,350,5623781,354,2934047,0,0,0,0,0
00659100,SAINT JOSEPH SCHOOL OF NURSING,RI,029045199,PRIVATE,46,46,200603,46,100302,52,54,288686,54,145847,0,0,0,0,0,0,0,0,0,0
00784400,SANFORD-BROWN INSTITUTE,RI,029207807,PROPRIETARY,25,25,54471,34,32220,25,25,59995,33,36661,2,2,3882,2,2632,0,0,0,0,0
00784500,NEW ENGLAND INSTITUTE OF TECHNOLOGY,RI,028862266,PRIVATE,933,933,3489610,937,1297829,961,1014,3990575,1017,1480928,232,241,2705996,244,951547,0,0,0,0,0
01115900,SAWYER SCHOOL  (THE),RI,028604117,PROPRIETARY,95,95,290531,96,108794,83,83,395914,84,143269,1,1,4000,1,1334,0,0,0,0,0
03232300,LINCOLN TECHNICAL INSTITUTE,RI,028654211,PROPRIETARY,645,646,1974974,698,1047340,607,737,1850301,786,952880,49,49,246481,49,122733,0,0,0,0,0
04141200,TONI & GUY HAIRDRESSING ACADEMY,RI,029200000,PROPRIETARY,0,0,0,0,0,0,0,0,0,0,1,1,17675,1,8838,0,0,0,0,0
00341700,ALLEN UNIVERSITY,SC,292041085,PRIVATE,630,630,2411065,630,1229337,582,582,3018941,586,1461732,14,14,92646,14,52897,0,0,0,0,0
00341800,ANDERSON UNIVERSITY,SC,296214035,PRIVATE,925,934,4070809,946,2093452,1079,1182,5383583,1192,2806612,91,97,816076,98,424330,1,1,5000,1,2500
00341900,CHARLESTON SOUTHERN UNIVERSITY,SC,294062160,PRIVATE,1382,1444,6206711,1512,3466930,1540,1869,8482241,1951,4702414,136,138,1142651,142,598345,0,0,0,0,0
00342000,BENEDICT COLLEGE,SC,292041086,PRIVATE,3,3,12500,3,6250,3,3,11000,3,5500,8,10,105300,10,54500,0,0,0,0,0
00342100,BOB JONES UNIVERSITY,SC,296141000,PROPRIETARY,632,636,3008496,641,1524112,584,595,1839478,595,922964,73,76,735850,77,386909,3,3,14596,3,8829
00342200,SOUTHERN WESLEYAN UNIVERSITY,SC,296301020,PRIVATE,648,652,2662671,663,1389426,689,694,3554965,717,1806266,51,52,493038,52,248719,0,0,0,0,0
00342300,"CITADEL, THE MILITARY COLLEGE OF SOUTH CAROLINA",SC,294090002,PUBLIC,40,40,241249,41,115543,47,48,287499,48,153254,28,29,435060,29,215072,3,3,27533,3,13764
00342400,CLAFLIN UNIVERSITY,SC,291154498,PRIVATE,1162,1165,5188552,1165,2646222,1106,1122,5430711,1130,2692245,60,61,635928,61,309211,0,0,0,0,0
00342500,CLEMSON UNIVERSITY,SC,296340001,PUBLIC,5103,5237,24939389,5237,12850954,6331,6967,31176881,6977,15693279,1019,1060,14853028,1061,8047026,53,57,445910,57,243895
00342600,UNIVERSITY OF SOUTH CAROLINA - SUMTER,SC,291502498,PUBLIC,344,345,1298758,346,689693,343,348,1488364,361,769126,3,3,11500,3,6750,0,0,0,0,0
00342700,COKER COLLEGE,SC,295503797,PRIVATE,778,782,3232286,782,1298705,795,815,3527407,817,1432221,41,45,260590,45,147208,0,0,0,0,0
00342900,COLUMBIA INTERNATIONAL UNIVERSITY,SC,292031599,PRIVATE,402,403,2373579,416,1229281,350,359,2398081,369,1204386,30,31,234282,31,139758,1,1,2000,1,1050
00343100,CONVERSE COLLEGE,SC,293020006,PRIVATE,466,467,2365597,484,1129080,451,486,2267996,501,1081258,66,66,598984,66,294121,0,0,0,0,0
00343200,ERSKINE COLLEGE,SC,296390000,PRIVATE,278,280,1325588,282,682357,334,359,1600103,360,814010,34,35,292575,36,154888,0,0,0,0,0
00343400,FURMAN UNIVERSITY,SC,296135253,PRIVATE,673,674,3064579,675,1520367,794,812,3220454,819,1606384,184,189,3177213,190,1636683,0,0,0,0,0
00343500,LANDER UNIVERSITY,SC,296492099,PUBLIC,1453,1514,5663156,1522,3045960,1543,2012,7403219,2026,3924692,259,263,1973185,263,1029702,0,0,0,0,0
00343600,LIMESTONE COLLEGE,SC,293403799,PRIVATE,1039,1052,4325848,1055,1600879,1143,1245,6467287,1248,2303262,71,75,764807,75,405733,0,0,0,0,0
00343700,LUTHERAN THEOLOGICAL SOUTHERN SEMINARY,SC,292035898,PRIVATE,63,66,483715,78,263999,67,71,811363,84,441657,0,0,0,0,0,1,1,10194,2,6796
00343800,MEDICAL UNIVERSITY OF SOUTH CAROLINA,SC,294250100,PUBLIC,1016,1027,7585514,1027,3644057,985,1055,19194973,1055,9295373,2,2,24500,2,10667,293,338,4550713,338,1930667
